1532199356187754496,-0.01128,-0.02376,0.03069,0.48353,0.87249,-0.03093,-0.06329
1532199356236608256,-0.01563,-0.05192,0.02689,0.48729,0.87047,-0.02848,-0.06331
1532199356484914944,-0.01902,-0.05823,0.04727,0.51758,0.85268,-0.02595,-0.06613
1532199356733260544,-0.01852,-0.06541,0.06762,0.55402,0.82939,-0.02499,-0.06749
1532199356932670720,-0.02555,-0.05992,0.09071,0.58002,0.81146,-0.02288,-0.06770
1532199357132054016,-0.02866,-0.05973,0.11624,0.59617,0.79966,-0.01994,-0.06880
1532199357329463808,-0.03083,-0.06058,0.13911,0.61277,0.78705,-0.01706,-0.06904
1532199357528912896,-0.03318,-0.05954,0.16012,0.63552,0.76877,-0.01479,-0.06992
1532199357777198848,-0.03403,-0.05364,0.18183,0.66272,0.74550,-0.01283,-0.06978
1532199357976600832,-0.03190,-0.04713,0.20180,0.68009,0.72989,-0.01253,-0.06769
1532199358224949248,-0.02586,-0.04448,0.22494,0.69888,0.71205,-0.01065,-0.06664
1532199358473440256,-0.01920,-0.04492,0.24592,0.71548,0.69527,-0.00722,-0.06808
1532199358821854720,-0.02016,-0.03922,0.26630,0.72901,0.68128,-0.00732,-0.06589
1532199359865447168,-0.03075,-0.02610,0.25195,0.68699,0.72345,-0.00542,-0.06808
1532199360165024512,-0.02829,-0.01852,0.23351,0.65763,0.75035,-0.00457,-0.06695
1532199360462541056,-0.02759,-0.00804,0.21404,0.63213,0.77184,-0.00535,-0.06813
1532199360761963776,-0.02657,0.00412,0.19821,0.60755,0.79148,-0.00482,-0.06647
1532199361059404800,-0.02330,0.01814,0.18337,0.58266,0.81019,-0.00341,-0.06396
1532199361556408320,-0.01813,0.02847,0.16687,0.57883,0.81329,-0.00407,-0.05908
1532199361955584768,-0.00614,0.02196,0.14881,0.57540,0.81714,0.01097,-0.03283
1532199362203991808,0.01123,0.01767,0.13920,0.57303,0.81899,0.02994,0.00032
1532199362501338368,0.03327,0.01465,0.13000,0.57191,0.81848,0.04826,0.02612
1532199362749694464,0.05146,0.01130,0.12231,0.57064,0.81787,0.06080,0.04187
1532199363049086720,0.07253,0.00906,0.11698,0.57304,0.81475,0.07205,0.05120
1532199363346414848,0.09218,0.00653,0.11066,0.57294,0.81313,0.08537,0.05719
1532199363545970432,0.11032,0.00530,0.10143,0.56885,0.81432,0.09477,0.06573
1532199363745577216,0.12752,0.00528,0.08949,0.56045,0.81863,0.10154,0.07371
1532199363943109120,0.14261,0.00660,0.07563,0.55038,0.82412,0.10879,0.07800
1532199364191587328,0.15738,0.00726,0.05839,0.53677,0.83133,0.12064,0.07885
