#timestamp 	 p_x 	 p_y 	 p_z 	 q_x 	 q_y 	 q_z 	 q_w
153.522486209 -0.4390762419999996 0.003256005999999867 0.06539065500000019 -0.6467392410266453 -0.5421495830223363 0.34480587101420557 0.4109879500169323
153.522486229 -0.43907976464149523 0.00325061953968675 0.06538352241004786 -0.6467406410566996 -0.5421537027543616 0.34477921872080947 0.4110026716866609
153.522486249 -0.43907992665648976 0.0032509286995845432 0.06538543212158077 -0.6467354749338271 -0.5421561116010504 0.34479365546448976 0.4109955124659896
153.522486269 -0.4390667438088163 0.0032455069670269676 0.06539103594420426 -0.6467317340062055 -0.5421667905497755 0.3447871344719824 0.4109927826092346
153.522486288 -0.43906619483943476 0.003249240251046892 0.0653903539132662 -0.646764969278838 -0.5421181746379088 0.3447971607416999 0.41099620093799843
153.522486308 -0.43906304651062955 0.003240871148185165 0.06539321817875454 -0.6467804338170199 -0.5421188953369647 0.34475788466965834 0.4110038621572787
153.522486328 -0.4390748901736341 0.0032487082160890246 0.06539207892096321 -0.6467526675741715 -0.5421335910115332 0.34478688446220773 0.41100384521981903
153.522486351 -0.4390808696196491 0.003248855198147993 0.06538903121280237 -0.6467460228978382 -0.5421511510903282 0.3447600909166545 0.4110136140669815
153.522486371 -0.4390851694696629 0.0032446398334332605 0.06538189965561758 -0.6467468243249662 -0.5421496067074395 0.3447669558720501 0.4110086316748836
15.352248639 -0.4390813589266622 0.003247613430850116 0.06538694558653524 -0.6467587576211795 -0.5421304928826662 0.3447841606567451 0.41100063343908594
15.352248641 -0.43907513301943735 0.0032499986246584678 0.06538578087966196 -0.6467626957513668 -0.5421270233103922 0.34479372769159355 0.410990986915253
15.352248643 -0.4390903009758571 0.0032496800535721793 0.06538756358993669 -0.646609545966812 -0.54237994738919 0.3445408877154592 0.4111102825604533
15.352248645 -0.4390855347567373 0.0032483103463926133 0.06538721684434612 -0.6467458741820717 -0.542146052326718 0.34477595070096806 0.411007270000504
153.522486469 -0.43908586292368756 0.003247513517022571 0.06538172625374661 -0.6467371579477794 -0.5421613950803078 0.3447601812261916 0.4110139750119048
153.522486489 -0.439080654754167 0.0032547667141979986 0.06538535781331134 -0.6467423830954792 -0.5421536898859057 0.34476557910849803 0.4110113890308385
153.522486509 -0.43908009038119644 0.0032496068296098413 0.06538967511863114 -0.6467496815016283 -0.5421425698234216 0.34477695390654 0.41100503101267116
153.522486529 -0.4390896095900414 0.0032525625725176033 0.06538825632797995 -0.6467596244093623 -0.5421330318713242 0.3447731811810603 0.4110051307783862
153.522486549 -0.43908997106118064 0.003251778865156152 0.0653827205654538 -0.6467508987702112 -0.5421483700970442 0.34475741882978334 0.41101185129247525
153.522486568 -0.43907803271949275 0.003253689148045913 0.06538892411734465 -0.6467579103918117 -0.5421327414641623 0.3447748425703233 0.411006817350732
153.522486591 -0.439082246150291 0.0032445836580958787 0.06538392565454254 -0.6467541620202594 -0.5421376416287949 0.344765938630995 0.4110137211803631
153.522486611 -0.4390778978481502 0.0032676119982554264 0.06538849217159903 -0.6467345579707406 -0.5421588045027724 0.3447773690000913 0.4110070656958226
153.522486631 -0.43909140592983653 0.003254007419114857 0.06538869275926351 -0.6467456206136389 -0.5421485221276977 0.3447587723718676 0.41101882079106206
153.522486651 -0.43908294296888184 0.003248134559666216 0.06539204029308587 -0.646743407671119 -0.5421527195357867 0.3447537169452004 0.41102100674584524
15.352248667 -0.4390835333630889 0.0032480323151777846 0.06538268762967525 -0.6467479136464145 -0.5421412049453969 0.34476464263839507 0.41101994024716415
15.352248669 -0.4390905177514761 0.003253109643020835 0.0653849342336218 -0.6467416192055698 -0.5421564574527593 0.34474917996030974 0.41102269590173074
15.352248671 -0.43909092431588137 0.0032505460204415026 0.06538223987295899 -0.646749290438373 -0.5421426089298207 0.3447656881595329 0.41101504494131585
15.352248673 -0.4390832648398981 0.0032491776222992597 0.06538221213512596 -0.6467455559657209 -0.5421467384537004 0.34476792085071867 0.41101360144754046
15.352248675 -0.4390832820168642 0.003249280670695409 0.06538682816072094 -0.6467388526287737 -0.5421601541481574 0.3447560827089486 0.4110163831158603
153.522486773 -0.43908148423535764 0.0032506649933947696 0.0653829139245331 -0.6467349683021268 -0.5421618288861372 0.34474815164110884 0.4110269383071202
153.522486792 -0.43908498290621156 0.0032465347677207435 0.06538246735926234 -0.6467338476167087 -0.5421589177229256 0.344754784695797 0.4110269780802093
153.522486812 -0.4390728458027702 0.0032512151554130453 0.06538512335577384 -0.6467419200289715 -0.54214191778842 0.3447656823564892 0.41102755883662784
153.522486832 -0.4390782456761242 0.0032458232139185306 0.06538498672048909 -0.646744309414011 -0.542148676739114 0.3447646713625737 0.4110157319749187
153.522486852 -0.4390854562402542 0.0032539110593582388 0.06538304458518274 -0.6467395366803815 -0.542154782099022 0.3447606180208463 0.41101858863498086
153.522486871 -0.4390788326806323 0.0032515554616129316 0.06539083867828366 -0.6467411907070664 -0.5421517692225158 0.3447656504168869 0.4110157389496448
153.522486891 -0.43908283511697865 0.0032556639512715257 0.065389123863281 -0.6467338730021864 -0.5421617946258878 0.34476256111674597 0.4110166206029268
153.522486911 -0.43908066736848417 0.003254741785306492 0.06539077020238115 -0.6467275565802229 -0.5421748012917716 0.34475869386486835 0.4110126462879132
153.522486931 -0.43908555918791614 0.003251967226412744 0.06538901559416332 -0.6467256065959137 -0.5421797894265291 0.34474807482200537 0.4110180417172375
15.352248695 -0.43908275057544555 0.0032504410978948517 0.0653833340230685 -0.6467277383034402 -0.5421713960157338 0.3447313906860649 0.4110397524898523
15.352248697 -0.4390877372739763 0.003254620294953159 0.06538605560873045 -0.6467305920019923 -0.5421681050935088 0.3447231803784415 0.4110464889739828
15.352248699 -0.4390839254480383 0.0032494487675422956 0.06538426547257004 -0.6467343454452891 -0.5421538640765047 0.34474501135442437 0.4110410578453279
153.522487013 -0.4390811543661546 0.0032486164184131194 0.06538942173985818 -0.6467523354134221 -0.5421353883238795 0.34474584791506474 0.41103641895764337
153.522487033 -0.4390960571736473 0.003243868114194859 0.06539138767045172 -0.646727238177724 -0.5421814925956826 0.3447414999089479 0.4110187425486335
153.522487052 -0.4390993510407526 0.0032463188005535937 0.06539322368046352 -0.6467419990035606 -0.5421611953674829 0.34474471159255776 0.41101959660282017
153.522487072 -0.4390880842944691 0.003250539429339394 0.06538203529702113 -0.6467381168552326 -0.5421536380053967 0.34473939107776863 0.4110401358059702
153.522487092 -0.4390829954237587 0.003253364758408872 0.06538667616063698 -0.6467323305519167 -0.542168067083195 0.34474337176753794 0.411026869287772
