#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1578862329449798249,0,0,0,0.093540583427450238463,-0.18215418950366077389,0.97881050796276014569,0,0,0,0,-0.0017734348523656979363,-0.0019535447435213315094,0.017500284386348471943,0.0042953751524088534808,0.00079935858180529839601,0.023046506767332886056
1578862329679394100,0.00020649084740767651054,5.3748634804121840072e-05,-0.00026248632291827077084,0.090254627683985566566,-0.18234569922540452835,0.9790829808398282541,0.000815343743482228097,0.0013780093266357699988,-0.00046005709424331697049,-0.0025146396690035165838,-0.0017734222354130874371,-0.0019540834709462456646,0.017500300912373475265,0.0044013642619279563784,0.00080527974013286265746,0.02316010256108670326
1578862329910856399,0.0069114617248556857107,-0.0025782815183068704887,-0.00084084467230317058804,0.08136215748249837898,-0.17809562752851693102,0.98062407441720722545,0.0062105924365167776077,0.033924838518226960171,-0.01437113599848720627,-0.0021912489383588192732,0.00071860319001021606168,-0.0043900294589813287915,0.011173261482630821029,0.0046222569480141731738,0.00097166335732156708035,0.023273288897430629424
1578862330174051300,0.013998840490982334892,-0.006541813465094069649,0.0043178515163420491327,0.079153693337494418492,-0.17344674577569815788,0.98156799861175925148,0.013235683290243169599,0.029043488421834240398,-0.021523380016986195379,0.018472183955818850809,0.0038430099427209677906,-0.0034198956417281606811,0.0075642193146348716062,0.0075630662926184115055,0.0014378873868345909415,0.040485543505698294575
1578862330403647149,0.014808015188289364028,-0.007967917452292611058,0.0051391529610316528248,0.077309587739271518059,-0.171097782383805741,0.98204477213165897176,0.01835325681740885076,0.0177017087627017837,-0.012876633038052483216,0.0095165860738188924606,0.0036366255408248433431,-0.0039298337803564415555,0.0061990101109875208468,0.0056444490297259597086,0.0021339900021649723001,0.02658080510839829283
1578862330635109299,0.015981221858056185448,-0.0077396794829058153387,0.0041112251690797281187,0.073432002427803927391,-0.1712929775313233316,0.98220621598462676261,0.023182022108895260909,0.0042788331382760764685,0.001382710160207026133,-0.0084274728642259062045,0.004087421517268465844,-0.0054729556892181121033,0.0053366607421910274012,0.0033792011188161553449,0.0065271906586134012182,0.0094487271865818043409
1578862330866571700,0.013738956876079566616,-0.0073476741920736983113,-0.0009976141157084276144,0.068813587633210909766,-0.16998287506524550894,0.98268979882440632423,0.026292044957501939373,0.00095123822202441369461,-0.0022943936431176060846,-0.012838326596205157024,0.00075418203292860900092,-0.0057623661506148752751,0.0033517088580322998426,0.0038110474266498709471,0.0066518516719992091743,0.0060193413001224833903
1578862331096167699,-0.0016358450884291358962,-0.010460553317577621357,0.0089378183836819509456,0.068207271131328420233,-0.17082453940403261039,0.98251613902127366007,0.028788564829578675713,-0.04539346153857344579,-0.018202162882756892787,-0.00074634357544415066976,0.00053151750702003794716,-0.0015357522823972449486,0.0051006350279868776371,0.0062175265148686166203,0.0091703985513568921778,0.013423944900116306297
1578862331327630049,-0.010363318785020069618,-0.019343478060197719093,0.010473850594422120727,0.063331235392581619603,-0.16568515200116429309,0.98375825197219590734,0.027518842755648639103,-0.056343293102090297175,-0.019598375692129479941,-0.0077721082849671911316,-0.00040077841606287649759,-0.0023487791833812143513,0.002383420209038571852,0.0057249977760966738044,0.012729728778693443977,0.0085597545131972548049
1578862331557225799,-0.015427072386488622363,-0.031380292149594368745,0.010316938846136828462,0.058417655463942022576,-0.16003121010749121744,0.98502487929538085076,0.026521246025568261107,-0.04769954286593350995,-0.022116410161599049655,0.0014340614299125434283,-0.00018709235278583795413,-0.0032514379424278799097,-0.00012163660950933151417,0.0053907201733014884978,0.0098215297538291456564,0.012142349361140567301
1578862331820420749,-0.018618299074488170453,-0.035761547179357984494,0.0087476589845231593479,0.053070361776988921043,-0.15982066908761954904,0.98533989478533690054,0.027316335363040667589,-0.035815779218957843888,-0.01711893070865504185,0.0084254110364519029658,0.0011526130026310455867,-0.0029714016939952122426,0.00043280669856018158612,0.0049055316294013351711,0.0065662034493683910791,0.014611585326672235988
1578862332051883049,-0.012491703004861609214,-0.031737929195789951753,-0.0097257474473739450455,0.045217666145046402082,-0.16305825184910177628,0.98527267072887059207,0.024599461114187277239,-0.024130675013605561857,-0.0010018363261820621354,-0.024756642849356951669,0.0012536909793745363434,-0.0052844186604033265703,0.0019675579773974845484,0.007607857652572167298,0.012232765477200761156,0.00084772632097901553724
1578862332281478699,-0.0056230273542069910547,-0.031237318762752826207,-0.01153073910450050886,0.039727268117998905395,-0.16335697391397588363,0.98551810789170612992,0.022142769905785390783,0.0076737324684461490076,0.0010562350457609245499,-0.010649851797073768209,0.001987312328597862221,-0.0047972077938840933936,0.0017670894741973050199,0.0035076279067547096527,0.0076370032742854310204,0.007514835852672253208
1578862332512940949,-0.0094564418843854029101,-0.026300275646075357838,-0.0075036059633414508782,0.033382462736398200998,-0.16621556330310360838,0.98536754349433630651,0.017572760893557432677,0.0096345677882472557929,0.0016719384896146209651,-0.015927967134988375852,0.0028091607287808514209,-0.0050444055827706885467,0.0036317419060000093525,0.0059830744913086323505,0.0086648519341189153553,0.0063221777887129317758
1578862332776136149,-0.028423155734135754219,-0.040183335028143446488,-0.0065077772475548665426,0.030465711702256779991,-0.16010064258088094191,0.98656809523833388642,0.01109135309461972696,-0.029897858404098261176,-0.01373872377161479072,-0.024207358499032969462,0.0027846443179091917748,-0.0026965181126996857,0.0010350595677214155174,0.012503954464989006784,0.011134083172040122947,0.0014824600002059365109
1578862333072930599,-0.042869367595615832933,-0.047689415616087034444,-0.010859380018636781429,0.027273453361538045614,-0.15687852373116806248,0.98722166363303776038,0.0062188734737478740255,-0.030490980562139311655,-0.010295423861882951888,-0.016571717497719129497,0.0023440699224143656497,-0.0025927624326029107167,0.00011748456180775293609,0.012808014127160025075,0.010976075689296533114,0.0016739527293013305165
1578862333302526499,-0.051302561328535542517,-0.054979586755094414507,-0.019138372157710675098,0.025356912991107156963,-0.15395078353024888029,0.98774134934639523653,0.0048176763430191572521,0.00082906819521271282736,-0.0072130156322875449426,-0.0092479999980842903656,0.0025602597895792956681,-0.0035469698877863757407,-0.00061527574544021452693,0.0088965145986785940102,0.012555996085000197676,0.0029327215361086948764
1578862333533988649,-0.053011562049514668327,-0.050168044385729325396,-0.010809331205670185891,0.028185944804079841874,-0.15509074161208238896,0.98747504737073121817,0.0067413056515634121185,-0.0016181021484123292529,-0.02130055899360647903,0.0028171100908213125499,0.0033366331670008782771,-0.0028954083852583125877,0.00025665353101716646082,0.0082878890816281448883,0.013018115086125506275,0.0050123163237424791724
1578862333765450999,-0.063375252811766202843,-0.048109845098408793307,0.0033188311621266987361,0.032357751869625452079,-0.15602918556825029484,0.98719822719715066839,0.0068941543103592994521,0.0025026170393276665066,-0.014985730407115057869,0.015587857751981834542,0.0029522350877424457898,-0.002069010113709086017,0.00063964888617277669211,0.0074804992771908811883,0.0097458495392026972537,0.0075335200279003557838
1578862333995046699,-0.059607048877684962185,-0.04725890641975619838,-0.016815044188281724757,0.036855875810837560036,-0.1530452190331889617,0.98752015390450886834,0.0047697989176042707854,-0.0096253978125001461025,-0.0085778350798306896019,0.03189536672692164232,0.002120255969659905898,-0.0012076269990951801238,-0.00061226586306957204824,-0.0080231088516433870378,0.013766075380811485657,0.011761809992274285114
1578862334258241699,-0.030580602412722167338,-0.019178557954283435849,-0.017198059733238825475,0.039404669271635286987,-0.15953745358949508737,0.98639865463123643785,0.0035731055763148543772,0.011692670965687039508,0.012124846242299128565,0.027618883372727866254,0.0016027030238355774189,-0.0018878063761270727494,0.0011439885945782096634,-0.0027116566679363258291,0.012495643438015426735,0.0081038631949613623706
1578862334489704149,-0.060187784908567742992,-0.040735529701395468971,-0.0036346876132282257381,0.043964827851099820555,-0.15483201983476693742,0.98696180074952200023,-0.0007371615632015068734,-0.0011353529044047000647,0.0066574352613986012908,0.01217737941398454489,0.00088134529969401164459,-0.0017862739895762860462,-0.0015517827992169257439,0.0066905536042336146568,0.01065853703779959076,0.00238475182684241057
1578862334719299999,-0.092929572717689229444,-0.053008263666618038457,0.018981017971855834725,0.047365911713898214974,-0.15699701392055856464,0.98644069307269610647,-0.0065701657359629609192,0.0038352353377746131735,0.0035110438439901812784,0.01657016325043043567,0.0010794816721137368183,-0.0020550789828714223842,-0.0015992724988048922456,0.01005663287012222018,0.013282115142797198265,0.00078758401847576131258
1578862334950762199,-0.093261454864261364439,-0.059278816399925340908,0.027013039456507112468,0.052248659727484804416,-0.15803975176938336866,0.98598749193777390776,-0.011053513450992449169,0.014068539925315605085,-0.0030875092584001272503,0.023813132042321719789,0.00080405572966152979043,-0.0019143937545137957538,-0.0023737569984625564272,0.010501604503965870224,0.01132909377892777833,-2.3674719571728812181e-05
1578862335180364299,-0.10607612531405624656,-0.049948762652558965913,0.038363578694076291842,0.05767113434216845913,-0.16340612675883056659,0.98480651554959541816,-0.011340411475291066815,-0.0049291187838921843647,0.018817704109768160908,0.029933716477618506346,0.00090203769750156958737,-0.0016146412555862977786,-0.0021170515051170063839,0.012104929123773944602,0.0099848462130375757739,-0.00049323941915497431822
1578862335411820149,-0.11472432183299373365,-0.047871223500294823872,0.05141979892629648663,0.063320803202056269443,-0.16753053898869216254,0.98376977525134823299,-0.011001076761686682734,0.0067353566653044231669,0.0079381603413566214494,0.031946896792053362801,0.00065046549300509033838,-0.0013204121638452767304,-0.0020740196618752940183,0.016658789838897611335,0.002174134009539415574,-0.0018104504605385306117
1578862335641415850,-0.15378496702920319006,-0.034776126153149414244,0.057309525089905444251,0.068026792898003132781,-0.17294653255594308328,0.98249939982298217789,-0.012521248834209703499,0.011978054732796917028,0.0041275560853988018523,0.02971000580141587577,0.00073597008841312205451,-0.0016835506314544148188,-0.00096564321838048163688,0.02560969239413133855,-0.0049868321676654727218,-0.0038682189253403977125
1578862335872878199,-0.1468465282155016205,-0.035463327358455663807,0.057049921376380638427,0.072888748437115735701,-0.17433434226849114923,0.9818536487432582005,-0.016067977677170740269,0.032968074815984557691,-0.0061261626867846101854,0.027763510215907536566,0.00047230032598307255436,-0.0018127997991606427473,-0.0010394808215536423517,0.026066786881149311278,-0.0073889414140710651946,-0.0045869243934935962498
1578862336136076299,-0.14018067038354223297,-0.048366752412339258926,0.066528770486661725769,0.079143060824842986767,-0.17612178029726158202,0.98096422751659562156,-0.020656203934101401848,0.084155085433916809734,-0.016363493846779375573,0.031964902805558886856,0.00015593884771898002461,-0.0019137961958611512427,-0.0012952464950597697684,0.029650620691746246149,-0.0098131091746104705947,-0.0047680955961958582795
1578862336432868099,-0.11574377623567619344,-0.050527364460451029693,0.080441316879201016365,0.084082498908044200903,-0.18128643145870548814,0.97951210591704040986,-0.024927846042355684963,0.13012639512060000802,-0.027146596685254795883,0.033307495235490966468,-0.00015212066930334928886,-0.0018593543797105428674,-0.0010300105650475187974,0.026965954559395283879,-0.0078645157984199836471,-0.0036838374150417949049
1578862336696062849,-0.078705493974795370793,-0.063609539545965959606,0.096618745333212699422,0.085522397721372322987,-0.18344368437127259175,0.97889072137960553288,-0.028412844792380771708,0.17037694101010572578,-0.045802902718464308385,0.036804211932664213092,-0.00033111621335443205483,-0.0018521943821178227761,-0.0010362421814889583461,0.027756176579757992073,-0.008898343692634848312,-0.0026086441412077948296
1578862336992857450,-0.014166518749880362138,-0.093505409180950987968,0.11217761324998211381,0.083441693447269288386,-0.18184757189097672248,0.97942669644250657246,-0.0263114174404587009,0.24643962044479061912,-0.078647325145542540392,0.0328213116630504953,7.944744789429095122e-05,-0.0021894552487118378904,-0.0015548246751146519058,0.02678659539508442336,-0.01037999335878469695,-0.0019244682917831444462
1578862337222453199,0.035215951287869355635,-0.11247113406069032815,0.12631022034075206628,0.081115582801167124272,-0.17924499688087833227,0.98009166447152384904,-0.026680002875540655138,0.27735823619234212245,-0.08929999078636702281,0.029402893212934794187,-0.00016014749775733613194,-0.0021846179688633201102,-0.0017789776269944808026,0.02862308077582554483,-0.010708294876799433551,-0.0010677889073973322563
1578862337453915200,0.02696661785024555974,-0.14075636125666102227,0.15551776631542435503,0.080858349918655036959,-0.17619255268169423112,0.98064259226849748163,-0.027535755970415531219,0.21389426056623006556,-0.10514253615149150856,0.036997936004029258195,-0.00057271294713628244973,-0.0011824610046291912299,-0.0017037297433716250706,0.033345049209469061757,-0.015583913752395029545,0.00082751621904823867773
1578862337685377750,0.048421970133779981826,-0.17411412152596730807,0.18345420040125690053,0.079013610171789108727,-0.1704157142610191189,0.98189490351797770185,-0.024448562042552923063,0.18215837700818443556,-0.11958360850644703111,0.044129913090939672238,-0.00058556225955692714144,-0.00031549284444927418614,-0.0021826657834162770284,0.03125407949433035848,-0.014206877971817055348,0.0025278516115667558004
1578862337914973299,0.081097057518083881522,-0.15923785371295123836,0.18825791580790815494,0.074603272665366426875,-0.16978269487039115981,0.98241842959375735855,-0.021499242421544689785,0.16891826968202480752,-0.070703374288727638408,0.023427069412156369815,-0.00075655480124606688461,-0.00019475191275306302481,-0.0012013673300352426844,0.026868305837809910303,-0.022448527337917290742,0.0011153863377520948502
1578862338146435750,0.15322780310580558227,-0.20537690310915607261,0.21729693173928524286,0.07443452867566736908,-0.15965059069991993645,0.98418352003139919493,-0.018814588185828384076,0.17903132213960706864,-0.084557831896782523207,0.055067256379632369134,-0.0012254383871516257801,0.00054365826939655023838,-0.0025574472924253513137,0.031782261840324739499,-0.0056354607622391243715,0.0046803854066825977681
