#timestamp tx ty tz qx qy qz qw
1578862372.832181899 -5.904365346 -0.939830283 0.502287459 0.122727257 0.785897592 -0.605696981 -0.020836565
1578862372.931113449 -5.896755246 -0.972684842 0.498955014 0.109429703 0.791560541 -0.601177069 -0.006571288
1578862373.194308799 -5.897762269 -1.038598025 0.544304812 0.074803385 0.796121634 -0.600351078 0.013167419
1578862373.259640449 -5.886533182 -1.051530523 0.526958114 0.065528425 0.796545982 -0.600712606 0.019102094
1578862373.491103099 -5.912716244 -1.170798426 0.541010171 0.040964797 0.808670249 -0.585328108 0.042015709
1578862373.655366249 -5.864899628 -1.173414596 0.498543168 0.017452213 0.814980600 -0.577645750 0.042748446
1578862374.017492899 -5.847423681 -1.272418538 0.496017332 -0.013598938 0.830548563 -0.554340163 0.052068577
1578862374.215355949 -5.831095471 -1.326480694 0.470941757 -0.024060584 0.843674689 -0.532868790 0.060703874
1578862374.512150199 -5.782271402 -1.498810760 0.447863260 -0.045898034 0.852073735 -0.517770423 0.061461441
1578862374.874276499 -5.742643409 -1.698400655 0.443915741 -0.063801614 0.860118315 -0.501575882 0.067434946
1578862375.204670499 -5.697994954 -1.926293386 0.457338570 -0.073097468 0.861645116 -0.497109890 0.071457759
1578862375.598529649 -5.667699659 -2.123125976 0.461460477 -0.080054953 0.861557922 -0.495602471 0.075414475
1578862375.928923099 -5.631970321 -2.319796883 0.466426857 -0.085620442 0.852805038 -0.508993485 0.079487979
1578862376.059587449 -5.616479106 -2.352365648 0.435457287 -0.089382636 0.850558518 -0.511946121 0.080449492
1578862376.455313449 -5.581412386 -2.597218419 0.443187463 -0.090781878 0.851301655 -0.509450380 0.086628248
1578862376.554244749 -5.570943068 -2.641326458 0.433336385 -0.089810442 0.854260372 -0.504147279 0.089492024
1578862376.916371449 -5.555943757 -2.810381855 0.428785827 -0.091636474 0.859525015 -0.494894130 0.088878036
1578862377.213165849 -5.536684499 -2.951327093 0.426146291 -0.094435292 0.863402715 -0.488088347 0.085950529
1578862377.312097099 -5.525285401 -2.993459980 0.399956037 -0.095938811 0.867206544 -0.480810593 0.087004180
1578862377.773155099 -5.505100918 -3.103084311 0.380925011 -0.098633425 0.882861351 -0.450856047 0.086925873
1578862378.135281299 -5.461955400 -3.393274105 0.396936359 -0.095245021 0.870721960 -0.474308173 0.088336917
1578862378.497407699 -5.431711122 -3.506726212 0.387366916 -0.093131106 0.866185089 -0.483411970 0.085807087
1578862378.629938800 -5.407951969 -3.691297831 0.386250272 -0.090776964 0.870527929 -0.475520340 0.088436835
1578862378.893133549 -5.397907348 -3.655800989 0.355393635 -0.095635714 0.874756230 -0.467261373 0.085569601
1578862379.255260399 -5.349895033 -3.835382975 0.347771804 -0.099626427 0.877329085 -0.461878805 0.083882182
1578862379.617386849 -5.298041241 -4.052649523 0.346742326 -0.097513951 0.873440394 -0.469189017 0.086339870
1578862379.650985849 -5.287168174 -4.077409782 0.334775405 -0.097274325 0.872528350 -0.470762924 0.087259687
1578862380.013115449 -5.232614208 -4.261553911 0.346267735 -0.094561688 0.863466590 -0.486886681 0.091787226
1578862380.309906749 -5.185745926 -4.419858756 0.348076872 -0.091337370 0.864092616 -0.485392129 0.096932534
1578862380.474170249 -5.162832777 -4.465352464 0.342556245 -0.089286764 0.862346035 -0.487580117 0.103212495
1578862380.869896299 -5.099454523 -4.609289826 0.372966969 -0.100374053 0.846955521 -0.501239982 0.146115968
1578862380.935228400 -5.094298778 -4.624001189 0.367371453 -0.110377699 0.843624670 -0.504136257 0.148191814
1578862381.166690499 -5.058041464 -4.602856203 0.368046247 -0.148279834 0.835844437 -0.502612069 0.163579570
1578862381.495217899 -4.988109883 -4.723471343 0.350553994 -0.226976649 0.827738937 -0.482906118 0.173584375
1578862381.627748799 -4.935038165 -4.781507460 0.350865788 -0.261600511 0.820811295 -0.469818555 0.192625323
1578862382.021607699 -4.814179266 -4.948608989 0.371853950 -0.345917548 0.778181334 -0.459033127 0.253107585
1578862382.055207150 -4.796306573 -4.961598338 0.362023467 -0.354913308 0.774666083 -0.456794418 0.255475760
1578862382.417333749 -4.717207737 -4.989824517 0.366944837 -0.442476094 0.731756650 -0.427570102 0.293139761
1578862382.878391299 -4.587282136 -4.991369109 0.383541768 -0.525621818 0.681312242 -0.390366334 0.327336919
1578862383.274117199 -4.477267348 -4.971835455 0.364723037 -0.571289410 0.654587877 -0.363556038 0.336110291
1578862383.373048899 -4.432458418 -4.969814052 0.361355313 -0.578081785 0.649500439 -0.356324284 0.342057940
