#timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1578862331557225799, 3.062860683542893703e-02, -6.921544316486999762e-03, -1.807349935877519340e-02, -1.639324073216625877e-01, 9.849681930765944449e-01, 2.158362657453787373e-02, 4.997971109404511503e-02, 4.611763706103207128e-02, 2.009547342769906625e-02, -3.477339816782761082e-03, -3.196573854033390311e-03, -9.068245198886049074e-03, -2.537399989158783606e-03, 1.450704028699866628e-03, 2.666214948194324356e-03, 3.456527852512117360e-03
1578862331590824999, 2.954102658994840411e-02, -7.484774353600398555e-03, -1.959181000656938856e-02, -1.635470190325065132e-01, 9.850829341861477850e-01, 2.121389707830049348e-02, 4.913202531488031904e-02, 4.152467672349228339e-02, 2.024731208425146686e-02, -2.847095946653485643e-03, -3.458437520601594355e-03, -9.465544861444233002e-03, -2.464531898703095723e-03, 1.477442692198215014e-03, 3.115403190675780816e-03, 3.394649683488508429e-03
1578862331656157150, 2.900384618690834623e-02, -7.760081518133078379e-03, -2.148517979097152100e-02, -1.631516127564289209e-01, 9.852450972304136467e-01, 2.051696438658407590e-02, 4.746265701336935955e-02, 3.868121029473516742e-02, 2.243046542867138324e-02, -3.809671806589375737e-03, -3.692196047362937376e-03, -9.896583004140712542e-03, -2.376554403645250377e-03, 1.591942327491913415e-03, 3.794946587728078007e-03, 3.204902320889811609e-03
1578862331755088549, 3.020026083188136548e-02, -7.010009655140817669e-03, -2.329874620439100624e-02, -1.632354170756742107e-01, 9.853813085491788248e-01, 1.955470429467050242e-02, 4.467089560314169150e-02, 4.340367481857580756e-02, 3.006922260307265393e-02, -3.979561846481379297e-03, -3.825292523931054026e-03, -1.023868922291366716e-02, -2.304818451798838937e-03, 1.653656539011073715e-03, 4.514844054812085054e-03, 3.045129947131352665e-03
1578862331820420749, 2.965619613396786383e-02, -6.768872415710762251e-03, -2.541342555103276446e-02, -1.634206654203433640e-01, 9.854432267208831364e-01, 1.915563564961517834e-02, 4.275973159838323406e-02, 4.335245993059712311e-02, 3.515155163413906381e-02, -5.267219822590042157e-03, -3.942474691318986063e-03, -1.065455615367186248e-02, -2.199417474926689074e-03, 2.042509569641685462e-03, 5.521875158569544521e-03, 2.712936852489422363e-03
1578862331854020249, 2.863300419057239130e-02, -6.766501645087797702e-03, -2.696777483089085256e-02, -1.635301338146407102e-01, 9.854693050693780210e-01, 1.884356370285079560e-02, 4.186960959478355782e-02, 4.108451711512258603e-02, 3.608710923250441072e-02, -5.475894105599282170e-03, -4.037640228667433405e-03, -1.097429651586799386e-02, -2.102071624730498297e-03, 2.161527875162122352e-03, 6.334922230676559227e-03, 2.732598642093091515e-03
1578862331887619499, 2.578920220302162794e-02, -7.444167204274348103e-03, -2.925279583693486327e-02, -1.635284122318281519e-01, 9.855101774794217118e-01, 1.859301200274357524e-02, 4.101765939302055158e-02, 3.601228972345699858e-02, 3.532564881210531471e-02, -7.328003040323637259e-03, -4.257107561865483385e-03, -1.150526501353899347e-02, -1.914507904365476357e-03, 2.185282686212055257e-03, 7.687342042102510500e-03, 2.948552543883627055e-03
1578862331952951499, 2.356208149626285928e-02, -7.223905985737955754e-03, -3.192721240221073342e-02, -1.639344091866276887e-01, 9.855398391016485515e-01, 1.770689848935345923e-02, 3.902820485259109878e-02, 3.504882394387621308e-02, 3.736204534183238529e-02, -1.050088596161139268e-02, -4.484835165861338069e-03, -1.206556426728102975e-02, -1.711456013527294174e-03, 2.395549246240663132e-03, 9.112483476404554042e-03, 2.999490769369227237e-03
1578862332051883049, 8.241042951839788050e-03, -8.692887110941478063e-03, -3.828674398705807919e-02, -1.644103990184780650e-01, 9.855912915643456618e-01, 1.703814752431446686e-02, 3.589886092969279963e-02, 1.933971883122042809e-02, 3.849646988667102671e-02, -2.602655897897197812e-02, -4.993022057465573704e-03, -1.343803666779811931e-02, -3.289904429224293440e-04, -1.447287297180552094e-02, 1.210822726658102727e-02, 1.248105081103696029e-03
1578862332117215099, -3.065732166793604802e-03, -1.016023745396211694e-02, -4.209430851423390241e-02, -1.650189940835651292e-01, 9.855705055672293602e-01, 1.588103305015523686e-02, 3.416581532561728529e-02, 2.688673623003485103e-03, 3.950030102453123970e-02, -4.149903526362749839e-02, -5.386534432167171954e-03, -1.351281500129526171e-02, 3.103785720090176687e-04, -2.476267509032592518e-02, 9.794404796022856616e-03, -2.579817374751006143e-03
1578862332216146449, -1.181705649570226335e-02, -1.008767778046230044e-02, -4.503783502547041573e-02, -1.657894348990539279e-01, 9.855688438699599097e-01, 1.355703438741936821e-02, 3.137075209970884015e-02, -2.382206698874319521e-03, 4.232531669824782933e-02, -4.147197196295170779e-02, -5.435797905680375339e-03, -1.331332494951366005e-02, 7.317793823402336936e-04, -2.998180819546832770e-02, 1.097893932092210319e-02, -1.440917416289465899e-03
1578862332281478699, -1.675659707757575986e-02, -1.517994749084384566e-02, -4.396551722982023486e-02, -1.655051060267984930e-01, 9.856392900509304278e-01, 1.300305187859442969e-02, 3.088964921780065070e-02, -6.711280270697440181e-03, 3.225262620709448691e-02, -4.140647791128633515e-02, -4.966942036627609164e-03, -1.246845080151888670e-02, 7.200824601873652463e-04, -2.804111985799189605e-02, 1.584640516779379713e-02, -9.416899145070159070e-04
1578862332315078099, -1.581792808261816771e-02, -1.630945617909131118e-02, -4.298861329951886301e-02, -1.654488489582731647e-01, 9.856543029835815872e-01, 1.266725178342213536e-02, 3.085148490086150538e-02, -4.992328627624928461e-03, 2.989510210477811653e-02, -4.269064092111317377e-02, -4.379262845305269443e-03, -1.182874110024783286e-02, 9.904767289683783990e-04, -2.015337969406351057e-02, 1.788277019798818410e-02, -2.289523981685274642e-03
1578862332348677600, -1.552984876888783942e-02, -1.888534211947803104e-02, -3.998958642690261800e-02, -1.650923694230303773e-01, 9.856945741528282401e-01, 1.290470616684843974e-02, 3.137171660447989063e-02, -6.893593955314163656e-03, 2.758654102882454606e-02, -4.359432942668130945e-02, -3.686724194149268441e-03, -1.072445482518425211e-02, 1.007823987421176863e-03, -1.448903593141599895e-02, 1.772656476599822339e-02, -2.752545404238286846e-03
1578862332414009500, -1.790062922014670072e-02, -2.037630537636128322e-02, -3.932925707347104116e-02, -1.647549053526847773e-01, 9.858040607862208482e-01, 1.159839730013050366e-02, 3.019357679529391034e-02, -4.790058191765904187e-03, 2.612170076185378609e-02, -4.290599914323703357e-02, -3.384141897363662776e-03, -1.005875702324329074e-02, 8.510074924712349945e-04, -1.243151521100012945e-02, 1.952062022609447889e-02, -2.331308471421276399e-03
1578862332512940949, -1.862628747559551268e-02, -2.503523959834841328e-02, -3.702722459391104282e-02, -1.630470012316535267e-01, 9.861135801212311813e-01, 9.892682250871155311e-03, 2.996360004633813467e-02, -1.499509081320546736e-02, 1.145410973830805583e-02, -3.910822321103031574e-02, -2.889668364537053072e-03, -8.418163541052604837e-03, 2.945204310016642010e-04, -4.814060538492792238e-03, 2.371831294676486276e-02, -6.710640455523072308e-04
1578862332578273349, -1.950412826864605931e-02, -2.758830423672795421e-02, -3.668793622911901281e-02, -1.620866482516740981e-01, 9.863092918629433603e-01, 8.858627463784954012e-03, 2.904176239168735837e-02, -1.284596956608035842e-02, 8.970744197200022918e-03, -3.739880085630071377e-02, -2.303858879105236731e-03, -7.612202597241705081e-03, -3.961819610089345060e-05, -5.222907845498404519e-03, 2.421707136037658248e-02, 3.361402347882090744e-04
1578862332611872549, -2.008388426422556480e-02, -2.779043196907816926e-02, -3.755918095664577405e-02, -1.618674634142072688e-01, 9.863847335566876540e-01, 7.740388361389312528e-03, 2.800300130642236277e-02, -9.036432024456808598e-03, 9.417219839939953638e-03, -3.677322275403363538e-02, -2.186547066721669479e-03, -7.520664718037120902e-03, -1.005001379225925262e-04, -5.027838013230870144e-03, 2.416614297587794946e-02, 1.829859820867268667e-04
1578862332677204799, -2.114170316032717989e-02, -2.782729977731891041e-02, -3.941233113816501599e-02, -1.614652091424864100e-01, 9.865301119399887408e-01, 5.374989610223839497e-03, 2.565996802290539114e-02, -2.420065180084642401e-03, 1.313802097997611093e-02, -3.471404278318444142e-02, -2.033877303489501666e-03, -7.489722440933790221e-03, -1.436262115819998556e-04, -5.217119274540907466e-03, 2.431143802417607205e-02, -1.027900432010315753e-04
1578862332776136149, -2.356313827025669633e-02, -2.820333655864647529e-02, -4.165763169126857068e-02, -1.607932965831486705e-01, 9.867219675099533349e-01, 2.406678982082098572e-03, 2.279215881585841541e-02, -1.732054494963785902e-03, 1.502667042338537949e-02, -2.898779595462609715e-02, -1.692160312873236061e-03, -7.430491519394227286e-03, -9.230830962421794530e-05, -4.262744480161252507e-03, 2.427603707855131160e-02, -5.943031874367888734e-04
