#timestamp_kf,x,y,z,qw,qx,qy,qz
1578862329679394100,0.0002080403145166939867,5.3348985714105389485e-05,-0.00026237180600503009218,0.090254553541814136475,-0.18234791649200063346,0.97908257465232961803,0.00081543127205812074819
1578862329910856399,0.0069137977603970805426,-0.0025788511476820871055,-0.00084067289152351635118,0.08136202829963282146,-0.17809895618924082017,0.98062347995775223097,0.0062106932640868892787
1578862330174051300,0.01400197881889731627,-0.0065425332717702960536,0.0043180810021447588523,0.07915349194555691692,-0.17345118598322248338,0.98156722857990863496,0.013235806427857906356
1578862330403647149,0.014811941199763796126,-0.0079688296021177811718,0.0051394402700896428191,0.077309309228588363183,-0.17110333290756973845,0.98204382433185877233,0.018353399308504596277
1578862330635109299,0.015985919653810323066,-0.007740779138263714429,0.0041115692940935323271,0.073431636169938196979,-0.17129963627818578509,0.98220507867412676362,0.023182166575189705471
1578862330866571700,0.013744422404859991949,-0.0073490081174210934375,-0.00099721239159505340073,0.068813135093512500795,-0.16999064400682889486,0.98268848309368250771,0.026292177235501111576
1578862331096167699,-0.001629552646181503528,-0.010462320710284987724,0.0089382854273395810629,0.068206734142173694457,-0.17083341261274911926,0.98251462928519639473,0.028788709476361831058
1578862331327630049,-0.010356091504101969797,-0.019345601075288230974,0.010474387334667101257,0.063330650477578964708,-0.16569513735055324544,0.98375660475742876532,0.027518952825358156122
1578862331557225799,-0.015418827361256779232,-0.031382717911751754902,0.010317548835550032979,0.058417023609401354245,-0.16004230486689469126,0.98502311248826435186,0.026521309723372261252
1578862331820420749,-0.01860918229537891419,-0.035764246730334674218,0.0087483332858754349337,0.053069659743174693589,-0.1598328609483435081,0.98533795493560227818,0.027316338318602067375
1578862332051883049,-0.012481921092417764402,-0.031740703601964147251,-0.0097250247556351903516,0.045216929894531174283,-0.16307153656964604171,0.98527050833957763309,0.024599361942901565997
1578862332281478699,-0.0056124861798854943848,-0.031240111204244795651,-0.011529963913342969675,0.039726500961524024991,-0.16337135777875727571,0.98551575863239460062,0.022142584900933643538
1578862332512940949,-0.0094452684454299391803,-0.026303373247734396917,-0.0075027793678932221816,0.033381702615409937496,-0.16623104161268528745,0.98536496345917312656,0.017572464880051354152
1578862332776136149,-0.028410772715195532073,-0.04018722594129449377,-0.0065068558472116590913,0.030465009646933126353,-0.16011723394142901578,0.9865654284606383273,0.01109098500742733244
1578862333072930599,-0.042855962488559364021,-0.047694000117522478144,-0.010858376558308626206,0.027272791779008691976,-0.15689621574277562432,0.98721887315776546412,0.0062184238587095104489
1578862333302526499,-0.051288128869992351266,-0.054984690018405391054,-0.019137290130508102098,0.02535623402836970075,-0.15396957119019358262,0.98773844082150330514,0.0048171637829117668408
1578862333533988649,-0.052996532505566538995,-0.050173394873837463825,-0.010808200946681065582,0.028185183853618244604,-0.15511061567148817786,0.98747195080708538573,0.0067408223828974104391
1578862333765450999,-0.063359520608303798728,-0.048115780269883147435,0.0033200232718980878834,0.032356947792142799758,-0.15605014774215988926,0.9871949431439555056,0.0068937326774574873151
1578862333995046699,-0.05959059970790411831,-0.047264930244118756597,-0.016813800655939799278,0.036855076094401514886,-0.15306728468970104418,0.98751676543428545951,0.0047694559441808200353
1578862334258241699,-0.030564634054288223469,-0.019183488385741315901,-0.017196859266240201863,0.039403844363374268545,-0.15956060081854450683,0.98639494459788901182,0.0035728122730375277798
1578862334489704149,-0.060170020669947310576,-0.040742011073936511278,-0.0036333413680098938271,0.043964076442039597137,-0.15485628126595171739,0.98695802769650120556,-0.00073736050218497443259
1578862334719299999,-0.092910409711701641422,-0.053016488406855702409,0.018982492007202169532,0.047365282773401504168,-0.15702235510986059519,0.9864366889433356933,-0.006570288430225531065
1578862334950762199,-0.093241190207702689952,-0.059287235157307181799,0.027014589004074274214,0.05224813430622970295,-0.15806617299142169952,0.98598328445729799263,-0.011053514742480030977
1578862335180364299,-0.10605557487036665343,-0.049958031941986932867,0.038365172136507474931,0.057670603517703637741,-0.16343360812391588555,0.98480198803659280138,-0.011340263871494310477
1578862335411820149,-0.11470310086089653689,-0.047881132820801121375,0.051421453101251235474,0.063320255707576059145,-0.16755908272571551354,0.98376495271330754999,-0.011000764801893060316
