#timestamp 	 p_x 	 p_y 	 p_z 	 q_x 	 q_y 	 q_z 	 q_w
1494876479.722076416 0.0009524760000001464 0.13682413100000046 0.19625955200000011 -0.6157476712202528 0.06574405602351663 0.10676948803819142 0.7779028222782556
1494876479.880990208 -0.0010320115850808165 0.13058418552650108 0.19605163564050665 -0.6148416873649037 0.06749629264375812 0.10528164468341829 0.7786717699071803
1494876480.039850240 -0.0014216913675348941 0.12606992049694332 0.19564464118694008 -0.6120310554030293 0.06735235093236269 0.1074087509974001 0.7806055394726046
1494876480.200750848 -0.0018897500697092617 0.12204404379414546 0.19557724716523156 -0.6080432934029135 0.0659706274023093 0.11444485610558908 0.7828368952590667
1494876480.359596800 -0.003799178981534812 0.11655218296194869 0.1963686595223036 -0.6052591022902453 0.06568743819691314 0.11747175531617365 0.7845680125144474
1494876480.518444288 -0.0043828202370788105 0.11040362663468839 0.19925324019465357 -0.6047514444907386 0.06309723209140206 0.1198798627306564 0.7848077778669419
1494876480.677267712 -0.005837890287151648 0.10369572256420412 0.2032180205311897 -0.6043223466244797 0.05828216449301182 0.12141665733658609 0.7852742743739296
1494876480.836100352 -0.010387918035715593 0.09821664641344174 0.20604383332613785 -0.6045543721679861 0.055703959818709126 0.11946675062412014 0.785581806973915
1494876480.994969600 -0.011817943028760602 0.09133820087084699 0.2113404458466161 -0.6044664854014595 0.05283228313683341 0.11872703482342718 0.785959864806717
1494876481.153781760 -0.016789402478267323 0.08729886717015667 0.21139610366716383 -0.6024022078306501 0.052286016644292554 0.1256588771593756 0.7865034005363714
1494876481.312597760 -0.0193599704943499 0.08087899455939196 0.2150892641117807 -0.5994937365724117 0.051088236349063565 0.1302244129004328 0.7880601843780256
1494876481.473432320 -0.021395164305565206 0.07511292460269114 0.2158418171300156 -0.5986239784705188 0.0510929644358622 0.13457025074378098 0.7879909193639474
1494876481.632243712 -0.02221207451776941 0.07118541334571038 0.21451303936706184 -0.5984252817430312 0.04820234326660555 0.13477400477969975 0.788289086509526
1494876481.791107840 -0.021496031920436476 0.06947641911170166 0.21395536083920785 -0.6014703389447507 0.04315308855154021 0.13491684919818975 0.7862370419412856
1494876481.949972992 -0.020770624955229078 0.0701366452551353 0.21263820667694128 -0.603225583938935 0.03565056131467015 0.1348438586965915 0.7852802468745113
1494876482.108802816 -0.016342552359896345 0.06838637310951823 0.2110885086789313 -0.6032933505620856 0.02889814724552542 0.13195144608605194 0.7859967214493633
1494876482.267661824 -0.01135375936259031 0.06836459197589084 0.21037061413469427 -0.6039656938173412 0.022000868161804576 0.12314111345513443 0.7871325610523899
1494876482.426502656 -0.003843456528582756 0.06977618595055013 0.20545602325599305 -0.6035859548140646 0.009413953848491752 0.11983287408524462 0.7881849116245516
1494876482.585369600 0.002942794323761433 0.07096756441407193 0.20064672658580407 -0.6061319423734606 -0.0014620870377283213 0.11717138700456398 0.7866846870274625
1494876482.746280448 0.009330989402691614 0.07153648522772826 0.19630597044455306 -0.6151122657653812 -0.004056519818429916 0.12023004070827253 0.779208048253628
