#timestamp 	 p_x 	 p_y 	 p_z 	 q_x 	 q_y 	 q_z 	 q_w
1532199344.663376128 0.09642351200000043 -0.012731708000000452 -0.01729501099999986 -0.05088504202345907 0.8371052463859234 -0.5446681412511037 0.0014611220006736248
1532199344.712222464 0.09704986876754851 -0.011386206781919483 -0.015195047018158103 -0.05097152277131781 0.8362648376479261 -0.5459366556147988 0.004024082030644447
1532199344.811964416 0.09839856418527604 -0.008887931426564855 -0.010644725245160469 -0.050503399491825904 0.8349989756897439 -0.5478550829663285 0.008995849309833855
1532199344.860817920 0.0992184652638246 -0.007750749499377818 -0.008680631502118175 -0.05024018044561834 0.8345338122059875 -0.5485551549365791 0.010792708012313136
1532199344.911686144 0.10001430661226285 -0.006559288460971757 -0.006754364782342925 -0.05009655426290409 0.834032884974495 -0.5492917017749553 0.012574116003851
1532199345.208839168 0.10662748213790907 0.002433915586945723 0.0006611415412494104 -0.059539358195523216 0.8322546964727285 -0.5508741826354753 0.018569327678973954
1532199345.705428736 0.13031587770845665 0.03039047840166642 0.006719341799929612 -0.09465460119478702 0.8280528419935429 -0.5509442886479744 0.04277134724613855
1532199346.301691648 0.16627653430789513 0.07643965435354438 0.00982016437690758 -0.12389757793811076 0.8225824229990548 -0.5512587060698431 0.06419802595310728
1532199346.600838400 0.1802271871864387 0.10050114429304013 0.006474922595375077 -0.1276530435735705 0.8225533384003059 -0.5484364793368418 0.07954956998957166
1532199347.544393728 0.19895154835725393 0.1110972531713692 -0.020013029266215288 -0.15000100000536287 0.8259459918424836 -0.5370667064317491 0.0828991640445248
1532199348.287808512 0.21053188804043255 0.10963766424961996 -0.014866860357007905 -0.15855615698155234 0.8198357058601642 -0.5393190779733232 0.10892333365267477
1532199349.131187200 0.17817616921194168 0.08317793959127329 -0.013880399737531413 -0.10761407270236403 0.8244480522009342 -0.5539167434318077 0.04336890504032891
1532199349.727758592 0.1334247921681313 0.05611460443728422 -0.009243987780436225 0.05063478786689036 -0.817922810743305 0.5729533104617138 0.01276314829534908
1532199349.976183808 0.1120611317614193 0.049310473125499854 -0.005883689103692191 0.028239521468852554 -0.8172889320731376 0.5740953365423239 0.04069245013901455
1532199350.373280512 0.08103068950778114 0.04443614668218476 0.0009032358602358848 -0.0015500029446298483 -0.8152877836103455 0.5744056585926708 0.07322272026715897
1532199350.721488128 0.056265336467462346 0.04187071043513502 0.007549683920584194 -0.018539269140813237 -0.8116170222834876 0.5749693777468986 0.10170702676193899
1532199351.417477632 0.03420140559834994 0.03855637194173678 0.019961592763215297 -0.018069802794599733 -0.8093609093162764 0.5797105162787551 0.09243439843215123
1532199352.113543680 0.060124883992010325 0.04398354563140483 0.01179825123672007 0.035762816291467284 -0.8225013286499031 0.5673700930785638 0.017428792845995904
1532199352.709870336 0.07228909629227898 0.044007845024925274 -0.009931994304920089 0.04341316819630601 -0.8361997491252315 0.5465283736983708 0.013856880336963659
1532199352.758724864 0.0732458010784055 0.0438495493457447 -0.012115714131907929 0.04453820298365829 -0.8375773984022629 0.5443440385414869 0.013039089884937512
1532199353.057900544 0.07845971578708333 0.0447390698108352 -0.028219907859478255 0.047344372031658595 -0.8478471163673433 0.5280254101584146 0.010146128894642645
1532199353.454760960 0.08581035344305232 0.05357943891782835 -0.056115332996239164 -0.054620145145983894 0.8712455554762242 -0.4877985315271844 0.000643775643815673
